Molecule Name,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value,Target Name,Comment,Action Type,Assay Description,Document Year
,CC(C)(C)OC(=O)n1cc(-c2cncn2C2CCCCC2)c2ccccc21,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1nc(C(=O)O)c(-c3ccc(CO)cc3)s1)CC2,Ki,630.96,nM,6.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,Ki,794.33,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,Ki,199.53,nM,6.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1nc(N)c(C#N)c(-c2ccc(Cl)cc2Cl)c1C#N,Ki,2511.89,nM,5.6,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,IC50,5.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using pIRS-1 as substrate preincubated for 15 mins,2012.0
,COc1ccccc1NC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,Ki,12.0,nM,7.92,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using biotin- AAEELDSRAGS(PO3H2)PQL as substrate and [gamma32P]ATP after 20 mins by scintillation proximity assay,2012.0
,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c(F)c2)CC1,Ki,1.3,nM,8.89,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using biotin- AAEELDSRAGS(PO3H2)PQL as substrate and [gamma32P]ATP after 20 mins by scintillation proximity assay,2012.0
,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1.Cl.Cl,IC50,832.0,nM,6.08,Glycogen synthase kinase-3 beta,,,"Selectivity interaction (Kinase panel (Invitrogen, enzymatic assay)) EUB0000623aCl GSK3B",2024.0
,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4cccs4)nc23)cc1,IC50,12.0,nM,7.92,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta using phospho-CREB as substrate by beta counting method,2012.0
,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3ccc(O)cc3c21,Ki,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NNc1cc(N2CCOCC2)nc(OCCc2ccccn2)n1,Ki,5011.87,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(CCN)nccn23)n1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(Nc1cc(-c2cccc(O)c2)cc2[nH]ncc12)C1CC1,IC50,1258.93,nM,5.9,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) after 1 hr by fluorescence polarization assay,2017.0
,O=C(CCCNC(=S)Nc1ccc2c(c1)C(=O)NC2=O)NO,IC50,9850.0,nM,5.01,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using GSM as substrate incubated for 30 mins by luminescence based assay,2019.0
,COc1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,IC50,129.0,nM,6.89,Glycogen synthase kinase-3 beta,410870,,"Kinase Inhibition Assay: The effect of test compounds on the activity of the protein kinases GSK-3β, VEGFR-2 and FLT-3 was evaluated based on half maximal inhibitory concentration (IC50) values determined by Millipore UK Ltd; Gemini Crescent; Dundee Technology Park; Dundee DD2 1SW; UK (IC50Profiler). Detailed protocols can be found at: www.millipore.com/drugdiscovery/dd3/assayprotocols.",2016.0
,O=C(CCCCCNC(=S)Nc1ccc2c(c1)C(=O)NC2=O)NO,IC50,2690.0,nM,5.57,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using GSM as substrate incubated for 30 mins by luminescence based assay,2019.0
,O=C(NCC1CCN(Cc2cccc(F)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,IC50,97.0,nM,7.01,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of human recombinant N-terminal His-tagged GSK3beta expressed in Escherichia coli using RRRPASVPPSPSLS RHS(pS)HQRR as substrate incubated for 30 mins in presence of ATP by Kinase-Glo reagent based luminescence assay,2021.0
,O=C(Nc1cccc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,IC50,9748.0,nM,5.01,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of human recombinant N-terminal His-tagged GSK3beta expressed in Escherichia coli using RRRPASVPPSPSLS RHS(pS)HQRR as substrate incubated for 30 mins in presence of ATP by Kinase-Glo reagent based luminescence assay,2021.0
,O=C(NC1CCN(Cc2ccccc2)CC1)c1cncc(NC(=O)c2ccnc3[nH]ccc23)c1,IC50,6804.0,nM,5.17,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of human recombinant N-terminal His-tagged GSK3beta expressed in Escherichia coli using RRRPASVPPSPSLS RHS(pS)HQRR as substrate incubated for 30 mins in presence of ATP by Kinase-Glo reagent based luminescence assay,2021.0
,Cc1ccc(-c2ccncc2NC(=O)c2ccnc(NC(=O)C3CC3)c2)cc1,IC50,120.0,nM,6.92,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin) assessed as decrease in tau phosphorylation by high content cell based assay,2016.0
,Cc1ccc(-c2ccc(/C=C3/NC(=S)NC3=O)o2)cc1Cl,IC50,1291.0,nM,5.89,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK-3beta H350L mutant (2 to end residues) at 10 uM using phospho GS2 peptide as substrate after 40 mins by [gamma-33ATP] radiometric assay,2019.0
,C=CCOC(=O)c1cc(-c2ccc(/C=C3/NC(=S)NC3=O)o2)ccc1Cl,IC50,218.0,nM,6.66,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK-3beta H350L mutant (2 to end residues) at 10 uM using phospho GS2 peptide as substrate after 40 mins by [gamma-33ATP] radiometric assay,2019.0
,COc1ccc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2c1,Ki,20.0,nM,7.7,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta,2012.0
,Nc1ncc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)nc1C(=O)Nc1cccnc1,Ki,0.67,nM,9.17,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using biotin- AAEELDSRAGS(PO3H2)PQL as substrate and [gamma32P]ATP after 20 mins by scintillation proximity assay,2012.0
,CN1CCN(S(=O)(=O)c2cccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c2)CC1,Ki,74.0,nM,7.13,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using biotin- AAEELDSRAGS(PO3H2)PQL as substrate and [gamma32P]ATP after 20 mins by scintillation proximity assay,2012.0
,Cc1cc(S(=O)(=O)N2CCN(C)CC2)c(C)cc1-c1cnc(N)c(C(=O)Nc2cccnc2)n1,Ki,1.5,nM,8.82,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using biotin- AAEELDSRAGS(PO3H2)PQL as substrate and [gamma32P]ATP after 20 mins by scintillation proximity assay,2012.0
,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,IC50,66.0,nM,7.18,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant human full length N-terminal GST-tagged GSK-3beta expressed in Sf9 insect cells using prephosphorylated polypeptide as substrate after 30 mins by kinase-Glo reagent based luminescence assay,2018.0
,CCOC(=O)c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,IC50,899.0,nM,6.05,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) by ADP-Glo assay,2019.0
,COc1ccccc1-c1nc(C(N)=O)[nH]c1-c1ccnc(NC(=O)C2CC2)c1,IC50,265.0,nM,6.58,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) by ADP-Glo assay,2019.0
,Cc1nc(-c2cccs2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,IC50,69.0,nM,7.16,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) by ADP-Glo assay,2019.0
,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3nnc(-c4ccccc4)o3)n2)cc1,Ki,22.0,nM,7.66,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta,2019.0
,O=C(Nc1nccc2c1[nH]c1cc(-c3ccccc3)ccc12)C1CC1,IC50,6590.0,nM,5.18,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of human full length GSK3beta expressed in baculovirus in Sf9 insect cells using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate by ADP-Glo kinase assay,2021.0
,NC(=O)c1ccc2c(c1)[nH]c1c(NC(=O)C3CC3)nccc12,IC50,200.0,nM,6.7,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of human full length GSK3beta expressed in baculovirus in Sf9 insect cells using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate by ADP-Glo kinase assay,2021.0
,O=C1NC(=S)N/C1=C/c1ccc(-c2ccccc2Cl)o1,IC50,917.0,nM,6.04,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK-3beta H350L mutant (2 to end residues) at 10 uM using phospho GS2 peptide as substrate after 40 mins by [gamma-33ATP] radiometric assay,2019.0
,COc1cc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2c(OC)c1O,Ki,5400.0,nM,5.27,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GST-fused GSK-3beta expressed in insect Sf9 cells using RBER-CHKtide as substrate assessed as incorporation of 33Pi after 60 mins by microplate scintillation counting analysis,2012.0
,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2cc(Cl)ccc2[nH]c1=O,IC50,3810.0,nM,5.42,Glycogen synthase kinase-3 beta,,,Allosteric inhibition of human recombinant full length N-terminal GST-tagged GSK3beta expressed in fall armyworm Sf9 cells after 30 min in presence of ATP by kinase glo luminescent assay,2017.0
,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2[nH]c1=O,IC50,3120.0,nM,5.51,Glycogen synthase kinase-3 beta,,,Allosteric inhibition of human recombinant full length N-terminal GST-tagged GSK3beta expressed in fall armyworm Sf9 cells after 30 min in presence of ATP by kinase glo luminescent assay,2017.0
PYRAZOLOPYRIMIDINE 1,CN(C)CCNC(=O)c1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc3[nH]cnc23)cc1,IC50,1.585,nM,8.8,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) expressed in Sf9 cells using GS1 as substrate and [gamma32]ATP after 30 min by scinitllation counting,2007.0
,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,IC50,150.0,nM,6.82,Glycogen synthase kinase-3 beta,,,Inhibition of full-length recombinant human His-tagged GSK3B expressed in baculovirus expression system by Z'-LYTE assay,2016.0
,O=C(NCC1CCN(CCc2ccccc2)CC1)c1n[nH]c2ccc(-c3ccccc3F)cc12,IC50,112.0,nM,6.95,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using Ulight-CFFKNIVTPRTPPPSQQGK-amide as substrate after 90 mins by LANCE assay,2015.0
,Cc1ccc2[nH]nc(C(=O)NCC3CCN(CC(=O)Nc4ccccc4)CC3)c2c1,IC50,640.0,nM,6.19,Glycogen synthase kinase-3 beta,,,Inhibition of GSK-3beta (unknown origin),2015.0
,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c(C#N)c1,IC50,32.0,nM,7.5,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta by FRET assay,2013.0
,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,IC50,27.0,nM,7.57,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta by FRET assay,2013.0
,N=C1NC(=O)/C(=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)S1,IC50,576.0,nM,6.24,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK-3beta H350L mutant (2 to end residues) at 10 uM using phospho GS2 peptide as substrate after 40 mins by [gamma-33ATP] radiometric assay,2019.0
,N=C1NC(=O)/C(=C\c2ccc(-c3cccc([N+](=O)[O-])c3)o2)S1,IC50,110.0,nM,6.96,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK-3beta H350L mutant (2 to end residues) at 10 uM using phospho GS2 peptide as substrate after 40 mins by [gamma-33ATP] radiometric assay,2019.0
,O=C1NC(=S)N/C1=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,IC50,584.0,nM,6.23,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK-3beta H350L mutant (2 to end residues) at 10 uM using phospho GS2 peptide as substrate after 40 mins by [gamma-33ATP] radiometric assay,2019.0
,CC(C)Oc1nc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,IC50,0.83,nM,9.08,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) activity by competitive binding assay,2015.0
,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cc1OCC(F)(F)F,IC50,6.8,nM,8.17,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) activity by competitive binding assay,2015.0
,O=C1NC(=O)C(c2cn3c4c(cc(F)cc24)CN(C(=O)N2CCC(N4CCCCC4)CC2)CC3)=C1c1coc2ccccc12,IC50,0.53,nM,9.28,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cccnc21,IC50,58.2,nM,7.24,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
,CN1CCN(S(=O)(=O)c2ccc(-c3ccc(N)c(C(=O)Nc4cccnc4)c3)cc2)CC1,Ki,120.0,nM,6.92,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using biotin- AAEELDSRAGS(PO3H2)PQL as substrate and [gamma32P]ATP after 20 mins by scintillation proximity assay,2012.0
,Nc1ncc(-c2ccc(OCCN3CCCCC3)cc2)nc1C(=O)Nc1cccnc1,Ki,18.0,nM,7.75,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using biotin- AAEELDSRAGS(PO3H2)PQL as substrate and [gamma32P]ATP after 20 mins by scintillation proximity assay,2012.0
,CCCCNC(=O)N1Cc2n[nH]c(NC(=O)[C@@H](C)c3ccc4ccccc4c3)c2C1,IC50,50.0,nM,7.3,Glycogen synthase kinase-3 beta,,,Inhibitory activity against GSK3-beta,2006.0
,N#Cc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1,IC50,3162.28,nM,5.5,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by fluorescence polarization assay,2012.0
,COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1-c1ccncc1,IC50,1258.93,nM,5.9,Glycogen synthase kinase-3 beta,,,Inhibition of catalytic activity of GSK3-beta by AlphaLISA assay,2012.0
,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,IC50,23.0,nM,7.64,Glycogen synthase kinase-3 beta,,,Inhibition of full-length recombinant human His-tagged GSK3B expressed in baculovirus expression system by Z'-LYTE assay,2016.0
,CCc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,IC50,2800.0,nM,5.55,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,Cn1c(NCCc2ccccc2)cc(-c2ccncn2)cc1=O,IC50,592.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta expressed in baculovirus infected SF9 cells after 60 mins,2011.0
,Cn1cc(C2=C(c3cnc4ccccn34)C(=O)NC2=O)c2cc3c(cc21)OCO3,IC50,5.3,nM,8.28,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,IC50,82.3,nM,7.08,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
,Cc1nc(C2CCCC2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,IC50,5460.0,nM,5.26,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) by ADP-Glo assay,2019.0
,Cc1nc(-c2ccccc2)c(-c2ccnc(NC(=O)CCn3cnnn3)c2)[nH]1,IC50,4420.0,nM,5.36,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) by ADP-Glo assay,2019.0
,Br.CCOC(=O)C/N=c1\nc(-c2ccccc2)n(-c2ccc(OC)cc2)s1,IC50,2000.0,nM,5.7,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta after 30 mins by luminescence assay in presence of ATP,2012.0
,Br.c1ccc(-c2n/c(=N\C3CCCCC3)sn2-c2ccccc2)cc1,IC50,2100.0,nM,5.68,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta after 30 mins by luminescence assay in presence of ATP,2012.0
,Br.c1ccc(-c2n/c(=N\Cc3cccnc3)sn2-c2ccccc2)cc1,IC50,1300.0,nM,5.89,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta after 30 mins by luminescence assay in presence of ATP,2012.0
,Nc1ncc(-c2ccc(F)cc2)cc1/N=C/c1ccnc(NC(=O)C2CC2)c1,IC50,418.0,nM,6.38,Glycogen synthase kinase-3 beta,,,Inhibition of GSK-3beta (unknown origin) using FAM-labeled peptide as substrate preincubated for 10 mins followed by substrate addition by caliper assay,2019.0
,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=CC[C@H]3[C@H]3COC(=O)C3)[C@@]21C,IC50,3000.0,nM,5.52,Glycogen synthase kinase-3 beta,,,Activation of GSK-3beta in HEK293 cells assessed as suppression of TCF/beta-catenin transcriptional activity after 24 hrs by SuperTOPFlash reporter gene assay,2015.0
,O=C(O)C1=CN2C3C(=C(NCCNc4ccccn4)C(F)=CC3C1=O)OCCC21CCC1,IC50,36.0,nM,7.44,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin),2023.0
,O=C1NC(=O)C(c2cn3c4c(cc(F)cc24)CN(C(=O)N2CCCCC2)CC3)=C1c1coc2ccccc12,IC50,1.9,nM,8.72,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
,O=C1NC(=O)C(c2cn3c4c(cccc24)CNCC3)=C1c1coc2ccccc12,IC50,4.2,nM,8.38,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
,O=C(NCC1CCN(CCc2ccccc2)CC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,IC50,67.0,nM,7.17,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using Ulight-CFFKNIVTPRTPPPSQQGK-amide as substrate after 90 mins by LANCE assay,2015.0
,CCOC(=O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(OC)cc34)CC2)o1,IC50,330.0,nM,6.48,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using Ulight-CFFKNIVTPRTPPPSQQGK-amide as substrate after 90 mins by LANCE assay,2015.0
,CCCC(=O)NCCCN1CCC(CNC(=O)c2n[nH]c3ccc(OC)cc23)CC1,IC50,750.0,nM,6.12,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using Ulight-CFFKNIVTPRTPPPSQQGK-amide as substrate after 90 mins by LANCE assay,2015.0
,COc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCN(CCc4ccccc4)CC3)c2c1,IC50,20.0,nM,7.7,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using Ulight-CFFKNIVTPRTPPPSQQGK-amide as substrate after 90 mins by LANCE assay,2015.0
,O=C1CCCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc2N1,IC50,730.0,nM,6.14,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) activity by competitive binding assay,2015.0
,COc1ccc(-c2ocnc2C(=O)NCCCNC(=O)/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1Cl,IC50,0.41,nM,9.39,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human GSK-3beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEE as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by Kinase-Glo luminescent kinase assay,2023.0
,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,IC50,40.0,nM,7.4,Glycogen synthase kinase-3 beta,Antagonist,ANTAGONIST,Inhibition of GSK3-beta in the presence of 20uM ATP,2007.0
,O=C(NCCc1ccc(F)nc1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,IC50,17.0,nM,7.77,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta using phospho-CREB as substrate by beta counting method,2012.0
,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4cccs4)nc23)cc1,IC50,12.0,nM,7.92,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta using phospho-CREB as substrate by beta counting method,2012.0
,O=C1NC(=O)/C(=C/c2cc3ccccc3s2)S1,IC50,7470.0,nM,5.13,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) using GS-2 peptide substrate incubated for 30 mins by kinase-Glo luminescent assay,2018.0
,O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1cccc(F)c1F,Ki,794.33,nM,6.1,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CSc1c[nH]c2ncnc(NCCCO)c12,Ki,2511.89,nM,5.6,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC(C)(CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)CNS(C)(=O)=O,Ki,1584.89,nM,5.8,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1ccccc1C(=O)Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12,Ki,5.012,nM,8.3,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1ccc(-c2cc3c(NCCN)ccc(C(N)=O)c3[nH]2)cc1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,N#Cc1cnc(NC(=O)Nc2ccc3cc(C(=O)O)ccc3c2)cn1,Ki,3162.28,nM,5.5,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1c(-c2cccc(OCc3ccccc3)c2)c2c(N)ncnc2n1C1CCC(N2CCCC2)CC1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1ccc(Nc2c(C(=O)O)n(CCCOc3cccc4ccccc34)c3cccc(-c4ccccc4C)c23)cc1,Ki,3981.07,nM,5.4,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(Cc1ccccc1Cl)Nc1ccc2cn[nH]c2c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,N#Cc1ccc(-c2ccncc2)cc1NCc1ccccc1,Ki,501.19,nM,6.3,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C1C(=NNc2cccc3c(=O)[nH][nH]c(=O)c23)C(c2ccccc2)=NN1c1ccccc1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,Ki,100.0,nM,7.0,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc(OCC(N)=O)cc1,Ki,1995.26,nM,5.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)n2)s1,Ki,1584.89,nM,5.8,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC(C)(O)Cc1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4occn34)nn12,Ki,630.96,nM,6.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
